Name	smiles
CHEMBL1742443	O=c1[n-]ncc(NCC[NH2+]C[C@H](O)COc2ccccc2Cl)c1Cl
CHEMBL1742444	C[NH+](C)Cc1ccc(CSCCNC(=O)c2ccc[n+]([O-])c2)o1
CHEMBL1742445	CC(C)(C)[NH2+]C[C@@H](O)COc1ccc([O-])c2c1[C@H]1CC[C@@H]2CC1
CHEMBL1742446	COc1ccc(CC[NH2+]C[C@@H](O)COc2ccc(/C(C)=C\C#N)cc2)cc1OC
CHEMBL1742448	CC(C)(CCn1c(=O)[n-]c2ccccc21)[NH2+]C[C@@H](O)COc1cccc2ccccc12
CHEMBL1742449	CC(C)(C)[NH2+]C[C@@H](O)COc1ccccc1NC(=O)c1ccco1
CHEMBL1742450	COCCOc1ccc(OC[C@@H](O)C[NH2+]CCOc2ccc([O-])c(C(N)=O)c2)cc1
CHEMBL1742452	C[C@@](OCC[NH+]1CCCCCC1)(c1ccccc1)c1ccc(Cl)cc1
CHEMBL1742453	CC(C)(C)[NH2+]C[C@@H](O)COc1cccc2c1CC[N@H+](C=O)C2
CHEMBL1742454	CC(C)(C)[NH2+]C[C@H](O)COc1cccc2c1CC1(CCCCC1)C2=O
CHEMBL1742455	CN1C(=O)[C@@H](NC(=O)c2cc3cccc4c3n2CCC4)N=C(c2ccccc2)c2ccccc21
CHEMBL1742456	Cc1cc2c(OC[C@@H](O)C[NH2+][C@H](C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1
CHEMBL1742457	Cn1cc(OC[C@H](O)C[NH2+]C(C)(C)C)c2ccccc2c1=O
CHEMBL1742458	CN1C(N)=[NH+]S(=O)(=O)[NH+]=C1NCCSCc1csc([NH+]=C(N)N)n1
CHEMBL1742460	Cc1ccccc1OC[C@H](O)C[NH2+]CCn1cc(C)c(=O)[n-]c1=O
CHEMBL1742461	O=C(C[S@@+](O)Cc1ccco1)NC/C=C\COc1cc(C[NH+]2CCCCC2)ccn1
CHEMBL1742463	CC(C)[NH2+]C[C@@H](O)COc1cccc2c1C=CCC2
CHEMBL1742464	Cc1[nH]c2cccc(OC[C@@H](O)C[NH2+]CCOc3ccccc3)c2c1Cl
CHEMBL1742465	C[NH+](C)CCOC(C)(c1ccccc1)c1ccccc1
CHEMBL1742466	CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)C[NH2+]CCNC(=O)[NH+]3CCOCC3)cc2)O1
CHEMBL1742467	COc1ccc([C@@H]2CNC(=O)C2)cc1OCCC[N@H+]1CC[C@@H](C(=O)c2ccc(F)cc2)CC1
CHEMBL1742468	CCOCCn1c(C[N@H+]2CC[N@H+](CCCCn3cccn3)CC2)nc2ccccc21
CHEMBL1742470	CCC[N@@H+](C(C)C)[C@H]1COc2cccc(C(=O)NC(C)C)c2C1
CHEMBL1742471	NC(N)=[NH+]c1nc(CSCCN/C=[NH+]/S(=O)(=O)c2ccc(Br)cc2)cs1
CHEMBL1742472	CCCC(=O)Nc1ccc(OC[C@H](O)C[NH2+]CCc2ccc(OC)c(OC)c2)c(-c2ccno2)c1
CHEMBL1742475	O=c1c2ccccc2c(Cc2ccc(F)cc2)nn1[C@@H]1CCC[N@H+](CCc2ccccc2)CC1
CHEMBL1742477	O=C(NCC[NH+]1CCN(c2cccc3c2OC[C@H](CO)O3)CC1)c1ccc(F)cc1
CHEMBL1742479	Cc1cc(=O)c2c([O-])c3ccoc3c(OC[C@H](O)C[NH2+]C(C)C)c2o1
CHEMBL1742480	CC(C)(C)[NH2+]C[C@H](O)COc1cc(Cl)ccc1C1=CC(=O)CC1
CHEMBL1742483	CC[C@@H](O)/C=C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)[O-]
CHEMBL1743	CO/N=C(\C(=O)N[C@@H]1C(=O)[N@@H+]2C(C(=O)[O-])=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
CHEMBL1743259	CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC
CHEMBL1743261	C[C@H]1CO[C@]2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)C[N@H+]12
CHEMBL1743323	CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc([O-])c5c4[C@@]3(CC[NH2+]1)[C@H]2O5
CHEMBL1744042	Nc1nc2c(ncn2CC[C@@H](O)CO)c(=O)[n-]1
CHEMBL1746	O=C([O-])CCCc1ccccc1
CHEMBL175	CC(C)Cc1ccc([C@H](C)C(=O)[O-])cc1
CHEMBL1750	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
CHEMBL1752	Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O
CHEMBL1753	CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)[N@@H+](C)C1
CHEMBL1754	CC[N@H+]1C[C@@H](CC[NH+]2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
CHEMBL175633	CC(C)[N@H+]1CCN(c2ccc(N3CCN(c4ccc(OC[C@H]5OC[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)C1=O
CHEMBL175691	Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
CHEMBL1760	CC(C)(C)[NH2+]C[C@H](O)c1cc([O-])cc([O-])c1
CHEMBL1761	O[C@](CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1
CHEMBL1761322	CCS(=O)(=O)CCC[C@]12CC[C@](c3nnc(-c4ccccc4C(F)(F)F)n3C)(CC1)CC2
CHEMBL1762	Cc1cccc(C)c1NC(=O)[C@H](C)[NH3+]
CHEMBL1763	NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
CHEMBL1764	COc1ccc2c(c1)N(C[C@H](C)C[NH+](C)C)c1ccccc1S2
CHEMBL1765291	C[C@H](C(=O)[O-])c1ccc2c(c1)CC(=O)c1ccccc1S2
CHEMBL1765292	CC[C@@H](C(=O)[O-])c1ccc(N2Cc3ccccc3C2=O)cc1
CHEMBL1765293	C=C(C)CNc1ccc([C@@H](C)C(=O)[O-])cc1
CHEMBL1766	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
CHEMBL1766570	COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C
CHEMBL1766582	Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc([NH2+]C3CCOCC3)nc21
CHEMBL1770248	CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1
CHEMBL1771	COC(=O)[C@H](c1ccccc1Cl)[N@@H+]1CCc2sccc2C1
CHEMBL177281	NC(=[NH2+])c1cccc(NC(=O)Nc2cccc(C(N)=[NH2+])c2)c1
CHEMBL1773	CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
CHEMBL1773683	CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1
CHEMBL1773943	O=C([O-])c1c[n-]cn1
CHEMBL1774080	O=C1CCc2ccc(OCCCC[NH+]3CCN(c4cccc5ccccc45)CC3)nc2N1
CHEMBL1774461	CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1
CHEMBL1779046	O=C(O[C@H]1C[N@H+]2CC[C@@H]1CC2)N(Cc1cc(F)c(F)c(F)c1)c1cccc(F)c1
CHEMBL1779710	CC(C)(C)OC[C@@H]1C(=O)NCC[N@@H+]1C(=O)C[C@H]([NH3+])Cc1cc(F)c(F)cc1F
CHEMBL178	COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1
CHEMBL1780010	COc1cc2c(cc1OCCC[18F])CC[N@@H+]1C[C@@H](CC(C)C)[C@H](O)C[C@H]21
CHEMBL1783256	CCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N
CHEMBL1783282	CCCNC(=O)c1nnc2c(-c3c(F)cccc3OC)cccc2c1N
CHEMBL1783734	CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl
CHEMBL178459	Cc1c(-c2cnccn2)ssc1=S
CHEMBL17860	C[C@@H](Oc1c(Cl)cccc1Cl)C1=[NH+]CCN1
CHEMBL178803	CC[NH+]1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
CHEMBL1788385	Cc1cc(Br)c([O-])c2ncccc12
CHEMBL1788386	CC(C)=C[C@H]1[C@H](C(=O)OC[NH+]2C(=O)C3=C(CCCC3)C2=O)C1(C)C
CHEMBL1788387	CCOCC[N@H+](Cc1ccc(C[N@H+](CCOCC)C(=O)C(Cl)Cl)cc1)C(=O)C(Cl)Cl
CHEMBL1788390	CCOC(=O)/C(=C/c1ncc([N+](=O)[O-])n1C)C(C)=O
CHEMBL1788393	CCOCC[N@H+](Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1)C(=O)C(Cl)Cl
CHEMBL1788400	O=C(C(Cl)Cl)[N@H+](CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
CHEMBL1788401	COC(=O)Nc1nc2ccc(C(=O)C3CC3)cc2[n-]1
CHEMBL1788402	O=S(=O)([O-])c1cc(I)c([O-])c2ncccc12
CHEMBL1788403	C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O
CHEMBL1789329	C1=CN2C[C@H](c3cccs3)[NH+]=C2S1
CHEMBL1789941	N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
CHEMBL1790041	C[NH2+]C(=C[N+](=O)[O-])[NH2+]CCSCc1ccc(C[NH+](C)C)o1
CHEMBL1794791	O=C([O-])CC(=O)C(=O)[O-]
CHEMBL17962	[NH3+][C@@H](Cc1c[n-]cn1)C(=O)[O-]
CHEMBL1796998	FS(F)(F)(F)(F)F
CHEMBL1796999	C1CC1
CHEMBL1797127	CCc1ccc(C(=O)[C@H](C)C[NH+]2CCCC2)cc1
CHEMBL17976	C=C(C)[C@]12C[C@@H](C)[C@@]34O[C@](Cc5ccccc5)(O[C@@H]1[C@@H]3C=C(COC(=O)Cc1ccc([O-])c(OC)c1)C[C@]1(O)C(=O)C(C)=C[C@@H]41)O2
CHEMBL18	CCOc1ccc2nc(S(N)(=O)=O)sc2c1
CHEMBL1800159	CO[N-]C(=O)Nc1ccc(-c2sc3c(c2C[NH+](C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1
CHEMBL180022	CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/C[NH+](C)C
CHEMBL1800955	COC(=O)[N@H+]1CC[N@H+](Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1
CHEMBL180101	CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1C[NH2+]CCO1
CHEMBL1801204	COc1ccc(-c2ccc3c([N@@H+]4CCOC[C@@H]4C)nc([N@@H+]4CCOC[C@@H]4C)nc3n2)cc1CO
CHEMBL1801250	O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3[NH2+]Cc2ccc3cc(F)ccc3n2)nc1
CHEMBL1801800	O=C(Nc1ccccc1)c1cc(Br)cc(Br)c1[O-]
CHEMBL1802093	O=C([O-])CNC(=O)Oc1cc(-c2oc3cc([O-])cc([O-])c3c(=O)c2[O-])ccc1[O-]
CHEMBL180570	O=P([O-])([O-])CP(=O)([O-])[O-]
CHEMBL1808388	OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL1808549	C[C@H](SC(=O)c1cccs1)C(=O)N[C@H]1CCSC1=O
CHEMBL18098	CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2
CHEMBL18116	Cc1cccc(N2C[C@@H](CO)OC2=O)c1
CHEMBL1817841	O=[N+]([O-])OCCCO
CHEMBL1818341	CC(C)C[NH2+]Cc1ccc(-c2ccccc2S(=O)(=O)[NH+]2CCCC2)cc1
CHEMBL1818442	Clc1ccc([C@]23C[NH2+]C[C@H]2C3)cc1Cl
CHEMBL181886	CC(=O)C(=O)[O-]
CHEMBL1819077	CCC(CC)[NH2+]c1c2c(nc3c(-c4ccc(OC)cc4Cl)c(C)nn13)CCC2
CHEMBL181932	O=C([O-])c1nc(=O)[n-]c(=O)[n-]1
CHEMBL181954	CO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)[O-]
CHEMBL18197	CC(C)(CC(=O)[O-])Cc1nc2cc(Cl)cnc2n1Cc1ccc(Cl)cc1
CHEMBL182	Nc1nc2c(ncn2COC(CO)CO)c(=O)[n-]1
CHEMBL182066	O=C(Nc1ccc2nc([O-])oc2c1)C(=O)[N@H+]1CC[C@H](Cc2ccc(F)cc2)CC1
CHEMBL1822792	Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)[N@@H+](C)C[C@@H]5COCCO5)cc4c(=O)c3c2)cn1
CHEMBL1822872	C[C@H]1COC2(CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)O1
CHEMBL182319	C[NH2+][C@H](C(=O)N[C@H](C(=O)[N@H+](C)[C@H](/C=C(\C)C(=O)[O-])C(C)C)C(C)(C)C)C(C)(C)c1ccccc1
CHEMBL1823518	CCOC(=O)[C@H](C)[NH2+]P(=O)(COCCn1cnc2c([NH2+]C3CC3)nc(N)nc21)[NH2+][C@@H](C)C(=O)OCC
CHEMBL1823681	CCOC(=O)[C@@H]([NH3+])Cc1ccc([O-])c([O-])c1
CHEMBL1823817	COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O
CHEMBL1828820	c1cc([C@H]2CC[C@]3(CC2)OO[C@]2(O3)[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)ccc1OCC[NH+]1CCOCC1
CHEMBL1829174	Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)[O-])c1
CHEMBL1829335	C[C@@H]1CCC[N@@H+]1CCCOc1ccc(-c2ccc(=O)[n-]n2)cc1
CHEMBL1829433	Cc1ccc(C(=O)[N@@H+](CCC[NH3+])[C@H](c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1
CHEMBL18331	Cc1nc2ccccn2c(=O)c1CC[N@H+]1CC[C@H](C(=O)c2ccc(F)cc2)CC1
CHEMBL1835207	CCOc1ccc(-c2cc(C)cn2-c2ccc(S(N)(=O)=O)cc2)cc1
CHEMBL1835919	Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)[O-])CC3)cc1)CCO2
CHEMBL1837010	Cc1cc(S(=O)(=O)[O-])c2c(C)ccc(C(C)C)cc1-2
CHEMBL184	Nc1nc2c(ncn2COCCO)c(=O)[n-]1
CHEMBL184238	NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1
CHEMBL18442	c1cc(C[N@H+]2CCC[NH2+]CC[NH2+]CCC[NH2+]CC2)ccc1C[N@H+]1CCC[NH2+]CC[NH2+]CCC[NH2+]CC1
CHEMBL184999	CC(C)OC(=O)CCC/C=C\CC[C@H]1[C@@H](O)CO[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1
CHEMBL185	O=c1[n-]cc(F)c(=O)[n-]1
CHEMBL18504	CCS(=O)(=O)Oc1ccc2c(C)c(C)c(=O)oc2c1
CHEMBL1851805	CC[NH+](CC)CC(=O)Oc1ccc(NC(C)=O)cc1
CHEMBL1851943	CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CC[NH+](CC)CC
CHEMBL1852164	C/C(=N\O)c1ncc([C@@H](O)[C@H](O)[C@H](O)CO)[n-]1
CHEMBL1852688	CC[NH+]1CCN(c2ccc(Nc3cc([N@H+](C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1
CHEMBL185434	CC[NH+](CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1
CHEMBL185647	Cc1ncc([N+](=O)[O-])n1CCCO
CHEMBL185885	O=Cc1ccc(CO)o1
CHEMBL186	CO/N=C(\C(=O)N[C@@H]1C(=O)[N@@H+]2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
CHEMBL186113	CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc([NH2+][C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1
CHEMBL186141	C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O
CHEMBL186179	COc1ccc(OC(=O)[N@@H+](CC(=O)[O-])Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1
CHEMBL1863513	C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
CHEMBL18647	O=S(=O)(c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)[n-]1)C(F)(F)C(F)F
CHEMBL1865135	CO[C@@H]1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1
CHEMBL1865258	NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
CHEMBL186720	C[NH+](C)CCOc1ccccc1Cc1ccccc1
CHEMBL1867802	Cc1cccc(C)c1NC(=O)C[NH+]1CCCCCC1
CHEMBL1868301	NC(=O)C1c2ccccc2CCc2ccccc21
CHEMBL1868702	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC
CHEMBL1870796	CC(C)(C)C(=O)NCCCC(=O)[O-]
CHEMBL1870919	CCCC[N@H+]1CCC[C@@H]1C(=O)Nc1c(C)cc(C)cc1C
CHEMBL1871418	COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
CHEMBL1872101	C#CCOC(C(=O)OCC[NH+](C)C)(c1ccccc1)c1ccccc1
CHEMBL1872946	CC(=O)Nc1ncc([N+](=O)[O-])s1
CHEMBL1873035	OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
CHEMBL1873189	COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl
CHEMBL1873475	C=CC(=O)[N@@H+]1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
CHEMBL1873703	ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl
CHEMBL1874750	COc1cc(/C=C/C(=O)[N@H+]2CC[N@@H+](CC(=O)[NH+]3CCCC3)CC2)cc(OC)c1OC
CHEMBL1875086	COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C
CHEMBL1875805	CC(=O)N[C@H](CC(C)C)C(=O)[O-]
CHEMBL1875999	C[C@]12CC[C@H](O)CC1=CC(=O)[C@@H]1[C@H]3CCC(=O)[C@@]3(C)CC[C@@H]12
CHEMBL1876589	O=c1[n-]c2cc(Cl)c(Br)cc2o1
CHEMBL1876799	CN(C)c1cccc(F)c1C(=O)NC(=O)Nc1ccc(Cl)cc1
CHEMBL187709	CC[NH+](CC)CCOc1ccc([C@@](O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1
CHEMBL187734	CCCCCCCCCCCCCCSCC(=O)[O-]
CHEMBL1877495	C[C@H](N[N-]C(=O)c1ccccc1)c1ccccc1
CHEMBL187829	CC(C)[C@@](C#N)(CCC[N@@H+](C)CCc1ccccc1)c1ccccc1
CHEMBL187927	c1cnc2c(c1)O[C@H]1CC[N@@H+]3CC[C@@]1(C2)C3
CHEMBL1879463	Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
CHEMBL1880325	Cc1cc(-n2nc3ccc(Cl)cc3n2)c([O-])c(C(C)(C)C)c1
CHEMBL1880349	OC[C@@H]1O[C@@H](O)C[C@H](O)[C@@H]1O
CHEMBL1880767	C[NH2+][P@](=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl
CHEMBL1881106	CCOC(=O)c1c(C)n(C)c2ccc([O-])cc12
CHEMBL1881591	[O-]c1ccccc1/C=N/Cc1ccccc1
CHEMBL188185	CCCC(=O)[N@H+]1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
CHEMBL1882461	C[N+]1(C)CCCC[C@@H]1COC(=O)C(O)(c1ccccc1)c1ccccc1
CHEMBL1882682	C[NH+](C)[C@@H]1CCc2[nH]c3c(F)cc(F)cc3c2C1
CHEMBL1883563	C[N@H+]1CC[C@H](OC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)CC1
CHEMBL188462	C[NH2+][C@@H](C)C/C=C/c1cncc(OC(C)C)c1
CHEMBL1884833	C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1
CHEMBL1885437	CCO[C@@H](C[N@H+]1CC[N@H+](C[C@@H](C)C(=O)c2ccccc2)CC1)c1ccccc1
CHEMBL1885632	CC(=O)Nc1ccc(CC(=O)[O-])cc1
CHEMBL1886755	CN1c2ccccc2Oc2nnc(N3CC[NH+](C)CC3)cc21
CHEMBL1886986	CC(C)(C)CC(C)(C)c1ccc([O-])c(-n2nc3ccccc3n2)c1
CHEMBL1887147	CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1
CHEMBL1887483	CCCCCCCCCCCCOCCC[NH3+]
CHEMBL1888176	O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
CHEMBL188921	COc1cc(OC)c(C(=O)CCC[NH+]2CCCC2)c(OC)c1
CHEMBL1889451	CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
CHEMBL188952	C[C@@H](C(=O)[O-])c1ccc(N2CC=CC2)c(Cl)c1
CHEMBL189	Cc1[n-]c(=O)c(C#N)cc1-c1ccncc1
CHEMBL18901	Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)[O-])cc2)c1
CHEMBL1891606	CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL1891684	COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OC)C1c1ccccc1OC(F)F
CHEMBL189171	COc1ccc2c(c1)c(CC(=O)OCC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL1892145	CC[C@]12CCC[N@H+]3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32
CHEMBL1892201	CCCC[C@H]1C(=O)[N-]N(c2ccccc2)C1=O
CHEMBL1893554	C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
CHEMBL1893913	CCCCNC(=O)OCC#CI
CHEMBL189475	C[C@@H](C(=O)[N-]S(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
CHEMBL1895219	Cc1cccc(C)c1NC(=O)C[NH+]1CCCC1
CHEMBL189568	CCCCOC(=O)[N-]S(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2ccnc2)cc1
CHEMBL1896433	COC(=O)CCC[N+](C)(C)C
CHEMBL18972	O[C@@H](c1ccccc1)[C@H]1CC[N@H+](CCc2ccccc2)CC1
CHEMBL1897362	Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12
CHEMBL1898387	COc1ccc(C(=O)c2ccc(C)cc2)c([O-])c1
CHEMBL1899506	C[N@@H+]1CCCC(=C(c2cccs2)c2cccs2)C1
CHEMBL189963	CC(=O)c1c(C)c2cnc(Nc3ccc(N4CC[NH2+]CC4)cn3)nc2n(C2CCCC2)c1=O
CHEMBL1899801	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CHEMBL19	CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
CHEMBL19004	Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O
CHEMBL190044	CC[C@@](COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)[NH+](C)C
CHEMBL1900528	C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12
CHEMBL190083	C[C@@H](C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1
CHEMBL1902645	CNC(=O)N[C@@H](O)C(Cl)(Cl)Cl
CHEMBL190279	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
CHEMBL1902981	CCc1ccc(C(=O)[C@H](C)C[NH+]2CCCCC2)cc1
CHEMBL190333	OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1
CHEMBL1903897	[O-]c1ccccc1-c1nnco1
CHEMBL190461	C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c([O-])cc(CCCCC)cc1[O-]
CHEMBL1904952	CCc1ncnc2cc(OC)c(OC)cc12
CHEMBL1905073	Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1
CHEMBL1905872	CCCC[C@@H](CC)COC(=O)C[C@@H](C(=O)OC[C@@H](CC)CCCC)S(=O)(=O)[O-]
CHEMBL1906626	CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1
CHEMBL190677	O=C(c1ccccc1)[C@H](O)c1ccccc1
CHEMBL1906890	CC[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
CHEMBL1907110	CC[NH+](CC)CCOC(=O)c1cccnc1
CHEMBL1908006	C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
CHEMBL1908048	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
CHEMBL1908074	C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1C[C@H](O)[C@@H]2O
CHEMBL1908301	O=P([O-])([O-])OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
CHEMBL1908305	C[C@@H](O)[C@H]1C(=O)[N@@H+]2C(C(=O)[O-])=C(S[C@H]3CC[S@@+](O)C3)S[C@H]12
CHEMBL1908307	Cn1cc([S@@+](C)O)c(=O)c2ccc(F)cc21
CHEMBL1908314	CC(=O)S[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H]([C@@H]4C[C@@H]4[C@@]34CCC(=O)O4)[C@H]12
